EDA_ID,Year,Month,Deployment,Station,Project,Latitude,Longitude,Depth_m,Equipment make_model_serial,Hydrophone make_model_serial,Dataset timezone,Recording schedule,In-water_start,In-water_end,Dataset notes
32,2016,11,STF-2016-11,STF: Stone Fence Revision 1 (Current),Cetacean Monitoring,44.462600,-57.183230,468.000000,JASCO AMAR G3A-AL-4X - 194 - None,GeoSpectrum M36-V35-100 - A002796 - None,UTC,AMAR_G3_RS04 : 1200,2016-11-11 17:33:00,2017-12-02 12:55:00,No usable HF data due to loose connection with hydrophone.
88,2016,9,EGL-2016-09,EGL: Eastern Gully Revision 1 (Current),OCMD Noise Monitoring,43.866870,-58.000220,2000.000000,JASCO AMAR G3A-AL-4X - 184 - None,GeoSpectrum M36-V35-100 - B000908 - None,UTC,Continuous_250kHz : 600,2016-09-17 09:47:19,2016-10-31 12:57:19,Recordings end prior to recovery.
22,2015,5,EMBD-2015-05,EMBD: Emerald Basin Deep Revision 1 (Current),Cetacean Monitoring,43.608710,-62.868320,205.000000,JASCO AMAR G3-PVC-2X - 387 - 6020276,High Tech Inc HTI-99-HF - 776008 - None,UTC,AMAR_G3_RS04 : 1200,2015-05-24 10:59:20,2016-04-19 17:03:00,System self-noise present (consistent repeated ticking throughout the recording). JASCO could provide a more specific explanation if needed. Possible that this self-noise exists on other AMAR deployments from this recording year.
23,2015,5,MGL-2015-05,MGL: Mid-Gully Canyon Revision 2 (Current),Cetacean Monitoring,43.858790,-58.909740,1603.000000,JASCO AMAR G3A-AL-4X - 143 - None,GeoSpectrum M8Q-51-1M - 795 - None,UTC,AMAR_G3_RS04 : 1200,2015-05-23 11:54:00,2016-04-23 17:35:00,
24,2015,6,SBD-2015-06,SBD: St. Ann's Bank Deep Revision 1 (Current),Cetacean Monitoring,46.355400,-58.727680,371.000000,JASCO AMAR G3A-AL-4X - 197 - None,GeoSpectrum M8Q-51-1M - 772 - None,UTC,AMAR_G3_RS04 : 1200,2015-06-17 11:06:00,2016-05-01 18:45:00,
25,2015,6,SBS-2015-06,SBS: St. Ann's Bank Shallow Revision 1 (Current),Cetacean Monitoring,46.168370,-59.145630,94.000000,JASCO AMAR G3-PVC-2X - 388 - None,High Tech Inc HTI-99-HF - 776007 - None,UTC,AMAR_G3_RS04 : 1200,2015-06-16 23:14:00,2016-05-01 16:51:00,
26,2015,9,STF-2015-09,STF: Stone Fence Revision 1 (Current),Cetacean Monitoring,44.461590,-57.185050,488.000000,JASCO AMAR G3A-AL-4X - 194 - None,GeoSpectrum M8Q-51-1M - 785 - None,UTC,AMAR_G3_RS04 : 1200,2015-09-22 17:40:00,2016-01-15 00:00:00,Usable recordings end on Jan 15 2016 - files corrupted after this date.
16,2014,5,GSH-2014-05,GSH: Gully-Shortland Revision 1 (Current),Cetacean Monitoring,43.863400,-58.591360,1618.000000,JASCO AMAR G3A-AL-4X - 194 - None,GeoSpectrum M8Q-51-1M - 785 - None,UTC,AMAR_G3_RS02 : 1200,2014-05-03 16:17:00,2014-09-26 13:10:00,
17,2014,5,MGL-2014-05,MGL: Mid-Gully Canyon Revision 2 (Current),Cetacean Monitoring,43.864750,-58.908250,1536.000000,JASCO AMAR G3A-AL-4X - 143 - None,GeoSpectrum M8Q-51-1M - 795 - None,UTC,AMAR_G3_RS02 : 1200,2014-05-03 12:06:00,2014-09-26 17:50:00,
18,2014,5,SHH-2014-05,SHH: Shortland-Haldimand Revision 1 (Current),Cetacean Monitoring,44.097910,-58.062430,1560.000000,JASCO AMAR G3A-AL-4X - 197 - None,GeoSpectrum M8Q-51-1M - 772 - None,UTC,AMAR_G3_RS02 : 1200,2014-05-03 19:56:00,2014-09-26 09:38:00,
19,2014,7,ICD-2014-07,ICD: Inter-Canyon Deep Revision 1 (Current),OCMD Noise Monitoring,43.499930,-59.275620,1419.000000,JASCO AMAR G3A-AL-4X - 188 - None,GeoSpectrum M8Q-51-1M - 767 - None,UTC,AMAR_G3_RS03 : 900,2014-07-13 13:29:00,2014-09-27 11:33:00,"Original HF dataset in folder ""AMAR188.9.250000.M8Q-51-1M"" contains 2 wav files per duty cycle (file lengths 2:30 and 00:45). Combined HF dataset in folder ""AMAR188.9.250000.M8Q-51-1M-combinedfiles"" contains 1 merged wav file per duty cycle (file length 3:15)."
20,2014,7,LOC-2014-07,LOC: Logan Canyon Revision 1 (Past),OCMD Noise Monitoring,43.450710,-59.949570,1450.000000,JASCO AMAR G3A-AL-4X - 187 - None,GeoSpectrum M8Q-51-1M - 789 - None,UTC,AMAR_G3_RS03 : 900,2014-07-14 17:31:00,2014-09-27 15:24:00,"Original HF dataset in folder ""AMAR187.9.250000.M8Q-51-1M"" contains 2 wav files per duty cycle (file lengths 2:30 and 00:45). Combined HF dataset in folder ""AMAR187.9.250000.M8Q-51-1M-combinedfiles"" contains 1 merged wav file per duty cycle (file length 3:15)."
21,2014,7,SGL-2014-07,SGL: Shallow Gully Revision 1 (Current),OCMD Noise Monitoring,43.710020,-59.128770,222.000000,JASCO AMAR G3A-AL-4X - 217 - None,GeoSpectrum M8EV35dB - 728 - None,UTC,AMAR_G3_RS03 : 900,2014-07-13 09:38:00,2014-09-27 09:30:00,"HF dataset in folder ""AMAR217.9.250000.M8E-35dB"" contains 2 wav files per duty cycle (file lengths 2:30 and 00:45)."
10,2013,5,GSH-2013-05,GSH: Gully-Shortland Revision 1 (Current),Cetacean Monitoring,43.863760,-58.588190,1583.000000,JASCO AMAR G3A-AL-4X - 145 - None,GeoSpectrum M8E - 249 - None,UTC,AMAR_G3_RS01 : 900,2013-05-08 01:51:00,2013-09-26 09:29:00,
11,2013,5,MGL-2013-05,MGL: Mid-Gully Canyon Revision 1 (Past),Cetacean Monitoring,43.862250,-58.909970,1580.000000,JASCO AMAR G3A-AL-4X - 127 - 6038029,GeoSpectrum M8E - 233 - None,UTC,AMAR_G3_RS01 : 900,2013-05-07 23:45:00,2013-09-25 12:29:00,
12,2013,5,SHH-2013-05,SHH: Shortland-Haldimand Revision 1 (Current),Cetacean Monitoring,44.097720,-58.056360,1545.000000,JASCO AMAR G3A-AL-4X - 144 - None,GeoSpectrum M8E - 229 - None,UTC,AMAR_G3_RS01 : 900,2013-05-08 04:40:00,2013-09-26 12:29:00,
13,2013,11,GSH-2013-11,GSH: Gully-Shortland Revision 1 (Current),Cetacean Monitoring,43.861630,-58.587890,1530.000000,JASCO AMAR G3A-AL-4X - 194 - None,GeoSpectrum M8Q-51-1M - 785 - None,UTC,AMAR_G3_RS02 : 1200,2013-11-15 15:44:15,2014-04-06 20:26:00,
14,2013,11,MGL-2013-11,MGL: Mid-Gully Canyon Revision 2 (Current),Cetacean Monitoring,43.862250,-58.909970,1525.000000,JASCO AMAR G3A-AL-4X - 143 - None,GeoSpectrum M8Q-51-1M - 795 - None,UTC,AMAR_G3_RS02 : 1200,2013-11-15 13:24:07,2014-04-06 16:01:00,
15,2013,11,SHH-2013-11,SHH: Shortland-Haldimand Revision 1 (Current),Cetacean Monitoring,44.097420,-58.056310,1550.000000,JASCO AMAR G3A-AL-4X - 197 - None,GeoSpectrum M8Q-51-1M - 772 - None,UTC,AMAR_G3_RS02 : 1200,2013-11-15 19:15:37,2014-04-07 19:30:00,
7,2012,10,GSH-2012-10,GSH: Gully-Shortland Revision 1 (Current),Cetacean Monitoring,43.868330,-58.598610,1435.000000,JASCO AMAR G3A-AL-4X - 145 - None,GeoSpectrum M8E-51 - 570 - None,UTC,AMAR_G3_RS01 : 900,2012-10-12 17:49:00,2013-04-10 14:56:00,
8,2012,10,MGL-2012-10,MGL: Mid-Gully Canyon Revision 1 (Past),Cetacean Monitoring,43.850880,-58.918640,1914.000000,JASCO AMAR G3A-AL-4X - 127 - 6038029,GeoSpectrum M8E-51 - 568 - None,UTC,AMAR_G3_RS01 : 900,2012-10-12 20:34:00,2013-04-10 17:04:00,
9,2012,10,SHH-2012-10,SHH: Shortland-Haldimand Revision 1 (Current),Cetacean Monitoring,44.088360,-58.065050,1789.000000,JASCO AMAR G3A-AL-4X - 144 - None,GeoSpectrum M8E - 569 - None,UTC,AMAR_G3_RS01 : 900,2012-10-12 13:07:00,2013-04-10 11:15:00,
